Product_ID,Product_Name,Feature_Set,User_Base,Market_Position,Customer_Satisfaction,Competitor_Price,Cost_to_Develop,Desired_Profit_Margin,Buyer_Budget,Price
P195,Product_195,15,5360,Niche,3.794367059,17.42422699,56570,0.793164432,14.75119494,18.92524476
P102,Product_102,18,16125,Mainstream,4.414477269,7.336071699,69975,0.760071302,6.130075451,7.637890813
P069,Product_69,25,16202,Mainstream,4.753531274,23.27014792,228980,0.64334796,19.96410947,23.22514602
P225,Product_225,19,18924,Mainstream,4.599710512,6.954438604,86487,0.661250724,6.035682919,7.592295042
P038,Product_38,16,6801,Mainstream,3.784890215,33.04497348,133186,0.651312557,26.91287941,32.33814354
P017,Product_17,21,2816,Mainstream,4.859058288,88.53719128,150734,0.670324537,71.01453617,89.40862882
P180,Product_180,26,3914,Niche,3.054191985,34.82568024,83997,0.772402896,28.45732784,38.03692541
P148,Product_148,21,3082,Premium,3.170699336,86.47764401,158856,0.672027281,70.37426394,86.1815593
P275,Product_275,12,2353,Premium,3.429880757,136.3766879,190180,0.60768527,118.5184413,129.940325
P068,Product_68,23,5142,Premium,4.524917371,46.82247639,124131,0.772559416,37.5806122,42.79065983
P229,Product_229,25,9691,Premium,4.083268429,34.73234982,223895,0.626142075,29.33240572,37.56940253
P070,Product_70,24,7966,Premium,3.684163497,14.02724387,75963,0.619142911,12.40880363,15.43998907
P032,Product_32,12,1784,Mainstream,3.328531596,191.1532619,196385,0.736223571,163.6190037,191.1257096
P184,Product_184,14,9787,Premium,3.039421076,41.46132132,216129,0.75296196,34.51723227,38.7111388
P266,Product_266,10,18640,Niche,3.577387474,17.98873024,182439,0.757003309,15.21827978,17.19666989
P226,Product_226,12,14807,Premium,3.850427009,29.45726164,246910,0.724779167,24.57392865,28.76107409
P141,Product_141,28,14479,Niche,4.264528576,14.48178885,126619,0.625542697,12.97436628,14.21538716
P019,Product_19,11,6442,Niche,4.930053821,58.62138107,227235,0.697174352,52.39665725,59.86609964
P182,Product_182,11,13144,Premium,3.462149593,21.58091116,169273,0.697412384,17.78455846,21.85986659
P097,Product_97,14,14184,Niche,4.744247818,27.15452218,229436,0.64533128,23.82608079,26.61437025
P133,Product_133,14,12938,Mainstream,3.904879032,25.11040099,171750,0.7984967,21.3584623,23.87477263
P263,Product_263,25,12704,Niche,4.206304219,8.698603766,67772,0.675177657,7.58163395,8.936566449
P087,Product_87,10,10204,Niche,4.816901123,12.59724436,76017,0.625678858,10.8093249,12.1108614
P249,Product_249,26,2214,Mainstream,4.800037284,148.8751268,168516,0.795174751,124.329687,136.6376099
P246,Product_246,10,11188,Mainstream,3.412842544,37.5338201,241648,0.643040374,30.11858899,35.4877923
P117,Product_117,23,6881,Premium,4.037676114,36.00911296,146059,0.712459363,30.6767492,36.34938266
P147,Product_147,21,13161,Mainstream,3.829248247,23.63881072,204571,0.652622514,18.92793041,25.68791432
P293,Product_293,25,2581,Mainstream,4.389392942,55.66057836,81348,0.614251346,47.11459286,50.87800019
P198,Product_198,11,6486,Niche,3.586295461,35.65875362,129141,0.701228373,29.02762452,33.87270017
P207,Product_207,12,5729,Mainstream,4.785343422,59.53566741,185542,0.756152317,48.67169262,56.87554777
P056,Product_56,27,17958,Mainstream,3.278544145,4.637028801,52920,0.647374112,3.918986673,4.854607306
P173,Product_173,21,3143,Mainstream,3.541489346,125.2801911,220102,0.634704903,112.0460622,114.4771933
P185,Product_185,10,15191,Niche,3.208217164,17.94712516,182311,0.634967725,14.59663927,19.62165762
P168,Product_168,18,17048,Niche,3.310480492,27.96776213,247576,0.76118508,22.91657538,25.57644048
P140,Product_140,16,6536,Premium,4.161176701,45.80929418,170585,0.751054084,40.53371538,45.70127921
P254,Product_254,29,14428,Niche,3.350742557,10.20530357,79165,0.709591898,8.922671336,9.380360591
P039,Product_39,27,17921,Niche,4.633198879,22.34214468,207817,0.792585375,18.5791784,20.78732855
P126,Product_126,19,17364,Niche,4.074791206,12.42266089,117649,0.669514305,10.88412361,11.31171899
P196,Product_196,14,3502,Niche,4.336170273,52.1252261,118785,0.686499576,46.23070643,57.20469793
P284,Product_284,22,5964,Mainstream,3.213196506,35.23339438,113449,0.703681604,29.29296381,32.40794338
P138,Product_138,13,6387,Premium,4.829691802,33.47224573,132189,0.724717138,27.90846962,35.69573098
P113,Product_113,10,12151,Premium,4.677796173,25.91475321,175932,0.711556683,22.06693049,24.78130116
P169,Product_169,29,18506,Premium,3.363856261,20.91988493,228686,0.758006087,18.10097537,21.7243802
P118,Product_118,12,15069,Mainstream,4.182550871,18.94694365,148317,0.791525057,16.57393622,17.63312906
P278,Product_278,25,1667,Mainstream,4.190155861,156.3411822,153896,0.727440295,126.16015,159.4757958
P272,Product_272,29,9662,Premium,4.327342331,13.74363767,77723,0.687520625,11.63086336,13.57474286
P156,Product_156,18,18209,Premium,3.410279281,5.927058845,59847,0.703135886,5.092108961,5.597648051
P177,Product_177,26,6644,Niche,3.312305195,60.08712813,210928,0.728194415,49.08968895,54.86523052
P179,Product_179,26,15552,Niche,4.317847884,11.35054488,114178,0.626504935,10.19294537,11.9412989
P003,Product_3,24,15434,Niche,3.103647074,18.07142554,167832,0.721581019,15.49613473,18.72077139
P116,Product_116,24,5452,Premium,4.739792724,65.96345492,231749,0.612028469,53.75885122,68.52274132
P144,Product_144,22,11636,Mainstream,3.356071934,33.18671296,223312,0.74174894,27.00777429,33.42673077
P178,Product_178,14,11518,Mainstream,4.431944458,31.26652941,190272,0.764496113,26.30736772,29.14865466
P121,Product_121,23,12922,Premium,3.670394483,18.7250856,151459,0.640186738,15.97530769,19.22465897
P211,Product_211,12,5330,Niche,3.759384816,65.21884464,204268,0.611556112,56.6307013,61.76160298
P261,Product_261,11,12003,Niche,4.476067233,21.57543477,149304,0.747471415,19.33910048,21.73660519
P128,Product_128,28,6878,Niche,3.692691989,54.08516963,194832,0.759089992,45.27674585,49.82945934
P075,Product_75,25,18019,Mainstream,3.794574581,15.41970235,164225,0.646389419,12.84323251,15.005178
P030,Product_30,21,2409,Niche,3.40325464,54.98941154,86877,0.624377219,48.07514497,58.58074705
P084,Product_84,10,6949,Premium,3.503598118,49.34212096,203087,0.743519553,42.28599586,50.95497992
P270,Product_270,30,9053,Niche,4.132809281,8.961469429,53726,0.663081379,7.765223735,9.869734913
P108,Product_108,14,10435,Mainstream,4.86873403,35.10963982,230225,0.664866751,28.18879318,36.73157142
P224,Product_224,27,7313,Mainstream,4.789104454,16.16595291,74089,0.723043888,13.61807045,17.45639254
P159,Product_159,15,1412,Premium,3.94413389,196.589021,166891,0.798431603,163.4182145,212.5651903
P281,Product_281,23,4719,Niche,4.193685698,52.16382565,146546,0.727333936,46.44775516,53.64142382
P247,Product_247,29,15683,Mainstream,3.021991657,16.87225831,161279,0.602424155,14.56675946,16.47882199
P223,Product_223,20,18575,Niche,3.974862396,6.978635997,78625,0.762794054,6.051754476,7.461624899
P066,Product_66,19,17388,Niche,3.067064869,9.383941374,109321,0.633602842,8.442570547,10.27070947
P199,Product_199,15,9335,Niche,4.792671637,11.97029127,62115,0.687902338,10.40735241,11.23128588
P086,Product_86,18,2931,Niche,3.363195434,43.51688998,76958,0.798251199,36.05142909,47.21590439
P214,Product_214,16,7731,Niche,4.248297816,47.6363042,218452,0.647836021,42.71775402,46.56229135
P160,Product_160,17,8543,Mainstream,4.129682267,27.95269728,133310,0.770284992,22.78150729,27.62456892
P013,Product_13,17,18364,Niche,4.191277481,17.51902727,206755,0.648696459,15.22564835,18.56219976
P036,Product_36,30,8343,Premium,3.717660968,33.44998706,182632,0.621375385,27.65930669,35.49263206
P029,Product_29,28,11729,Mainstream,4.590534624,21.48234592,145081,0.68270982,17.56102949,20.81415495
P143,Product_143,19,18450,Mainstream,4.327074744,6.006136751,69816,0.756405618,4.94086949,6.646353096
P285,Product_285,28,5835,Mainstream,3.150275563,47.25039134,159834,0.6300338,38.79151227,44.65035517
P255,Product_255,12,17517,Premium,4.828823892,10.46044592,117203,0.690875467,9.018339354,11.31333432
P171,Product_171,26,6073,Niche,4.892230924,14.47914987,50281,0.616183857,12.86765705,13.38108686
P052,Product_52,12,14403,Niche,3.233796081,18.47496982,155361,0.682205694,15.13572193,18.14546684
P096,Product_96,10,17244,Niche,3.036220368,18.78947215,178267,0.664674312,16.53687313,17.20926094
P209,Product_209,13,6334,Mainstream,3.683634703,15.95743231,60225,0.611632759,12.84914623,15.32374217
P248,Product_248,20,1504,Premium,3.27377126,217.961054,208280,0.648240292,185.0081652,228.2549787
P042,Product_42,27,11647,Mainstream,3.925359571,23.2323124,173629,0.710045308,19.04924325,25.49269827
P090,Product_90,20,17896,Premium,3.924011607,20.30701453,193273,0.715677383,16.91201656,18.52895143
P245,Product_245,29,7530,Mainstream,4.659483607,12.8330289,55704,0.707062026,10.60739703,12.62817837
P137,Product_137,20,3738,Mainstream,3.837850899,40.53679021,83397,0.704191595,34.55135541,38.0215266
P027,Product_27,24,4009,Niche,4.683657554,107.7732179,237518,0.743230135,90.11932637,103.2797544
P294,Product_294,28,13677,Premium,3.544290274,31.46439407,245804,0.602421695,25.46222893,28.79883471
P142,Product_142,11,4913,Niche,3.026188913,63.11647196,161453,0.765213526,50.62549731,58.00916332
P201,Product_201,25,12130,Premium,3.171017062,10.83001656,72911,0.728165263,9.423446094,10.38765519
P001,Product_1,16,4444,Premium,3.962280204,81.90624087,230858,0.716034474,69.50261375,89.14497898
P269,Product_269,23,12829,Niche,3.594243431,12.69470273,101924,0.757380677,10.38262763,13.96206003
P273,Product_273,17,8114,Mainstream,4.873659479,36.65220017,176969,0.650934124,31.3704599,36.00741447
P101,Product_101,16,17964,Premium,4.844998762,17.13611541,208562,0.613522513,13.89313561,18.73299278
P260,Product_260,27,5910,Mainstream,3.332566738,41.58861853,146652,0.664935185,36.2459712,41.31405664
P256,Product_256,25,3105,Premium,3.83754105,28.98590349,54114,0.768871417,23.89984353,30.82792524
P172,Product_172,29,6104,Mainstream,3.746618633,62.36274605,208492,0.680596036,55.15057451,57.40347784
P099,Product_99,16,14500,Premium,4.130266367,15.48411817,134878,0.613884769,12.46821237,15.01224482
P037,Product_37,18,8206,Niche,4.754401082,29.50394171,129148,0.713462444,23.92880477,26.96688371
P062,Product_62,13,16328,Premium,3.303349759,10.85119943,105230,0.619107063,9.5676438,10.43475234
P151,Product_151,16,10817,Mainstream,4.190770035,14.95198019,85946,0.710760448,12.9568549,13.59277225
P237,Product_237,14,16485,Premium,3.544614653,6.986399781,69508,0.753860979,6.208174925,7.395048161
P203,Product_203,10,2167,Premium,3.053064408,68.58241993,82556,0.723917591,56.86790452,65.67593015
P243,Product_243,25,10576,Premium,4.108356005,24.41233186,153409,0.752057965,21.32865349,25.41428332
P012,Product_12,13,11492,Mainstream,4.52045572,28.11111483,184461,0.77960611,22.4957234,28.56490799
P297,Product_297,26,5804,Mainstream,3.183164147,22.90350567,82779,0.670650282,19.18072935,23.82749133
P268,Product_268,10,10588,Premium,4.43809181,22.2558178,141736,0.791066937,20.02885234,23.97607323
P028,Product_28,24,17538,Mainstream,3.279544753,19.55724711,202360,0.6545248,16.45383292,19.09052563
P220,Product_220,27,12493,Mainstream,4.527211588,20.74864461,175354,0.61245836,17.87528363,22.6327562
P005,Product_5,17,19711,Mainstream,3.268829354,14.35489008,175150,0.762597148,12.02866371,15.66226424
P123,Product_123,18,10823,Niche,3.009264046,24.29684834,151520,0.61933529,21.41018779,22.67039482
P033,Product_33,14,9096,Mainstream,4.62914944,22.77565748,122715,0.63628767,19.17356819,22.07531238
P205,Product_205,15,19540,Niche,4.166083122,3.928727772,51969,0.630404971,3.489490426,4.336259772
P163,Product_163,10,12657,Premium,3.906577669,24.68547084,181691,0.62327328,22.16614702,23.3020578
P210,Product_210,28,9924,Premium,3.518846867,30.83080087,173008,0.798973263,27.48402414,31.36202804
P286,Product_286,17,7042,Premium,4.456377512,60.05064091,241305,0.747486754,51.67164359,59.88033104
P139,Product_139,22,9002,Mainstream,3.724787798,22.9113054,126367,0.617824886,20.366699,22.71047294
P063,Product_63,27,15599,Premium,3.623444136,17.66862538,161822,0.724771865,14.77602322,17.89255931
P136,Product_136,24,6052,Niche,3.996735545,30.27864388,94738,0.768406659,26.02505095,27.6826355
P129,Product_129,16,17347,Niche,3.693906404,18.94275649,202999,0.785435564,16.60491574,20.89362046
P291,Product_291,10,3779,Mainstream,4.638204635,25.23260875,56471,0.743264678,22.07646284,26.05025129
P009,Product_9,20,17990,Mainstream,4.619748892,13.52176532,140827,0.639155597,10.85990825,12.83142664
P071,Product_71,17,8079,Mainstream,4.642514609,31.62688816,151757,0.604727717,28.46203122,30.14341678
P265,Product_265,13,7190,Mainstream,3.778591228,11.48506591,53712,0.691889354,10.17032143,12.63904882
P065,Product_65,11,16979,Premium,4.487892585,17.68004852,162340,0.717321693,14.69991182,16.41969513
P045,Product_45,11,5780,Niche,4.00544078,25.81272896,78380,0.790280668,22.33807137,24.27719702
P280,Product_280,28,14659,Niche,3.992732494,16.63905829,143680,0.779023548,13.57585192,17.43707643
P157,Product_157,12,6745,Mainstream,3.381375441,18.28301341,76155,0.783878395,15.56113927,20.14103175
P041,Product_41,23,19225,Mainstream,3.753888859,18.24445246,201094,0.76119851,16.06928843,18.42218222
P124,Product_124,24,10207,Niche,3.666998343,28.00587045,175818,0.690074187,25.0645945,29.1119294
P276,Product_276,26,11975,Niche,3.06236627,13.95127227,85643,0.780352398,11.95922663,12.73275327
P217,Product_217,10,3539,Premium,3.872253058,48.94481009,98320,0.66065503,41.03000579,46.13608436
P154,Product_154,29,9808,Premium,3.419811186,11.52866172,65563,0.689440508,9.484497203,11.29331036
P024,Product_24,26,5014,Premium,3.132992535,45.44370985,131941,0.707832255,37.17626724,44.94078491
P262,Product_262,12,14843,Niche,3.165597336,23.6047852,206498,0.695203626,21.22221427,23.58392228
P111,Product_111,17,19525,Premium,3.226476092,11.23057837,114324,0.798827872,9.034630827,10.53260935
P082,Product_82,24,15262,Mainstream,4.387896889,24.8929315,212932,0.680863754,20.15572263,23.451034
P208,Product_208,29,10348,Niche,4.634887123,25.75453217,171863,0.691960085,21.02482103,28.10063163
P213,Product_213,29,5846,Mainstream,3.536127282,20.49463269,63669,0.796735785,17.33732504,19.56831521
P040,Product_40,13,6986,Mainstream,3.878269817,54.70354,212962,0.696709129,46.83192019,51.72266956
P241,Product_241,28,4709,Niche,4.153032951,20.07826863,58125,0.603838455,16.817243,19.79679554
P292,Product_292,14,18308,Niche,4.598831758,17.99170857,216703,0.614416867,15.06636102,19.10907682
P259,Product_259,23,2852,Niche,3.093931934,72.54517755,123297,0.630009733,61.48909072,70.46820128
P200,Product_200,20,5491,Mainstream,3.026003847,26.40524878,89062,0.621132937,22.61954704,26.29417986
P015,Product_15,30,7102,Premium,3.823681828,24.73288824,111550,0.612053478,22.19748607,25.32027112
P048,Product_48,16,7655,Premium,3.767782443,26.45956117,120326,0.776841293,23.43681836,27.92948471
P095,Product_95,12,13775,Niche,4.222908471,16.38729239,136652,0.638373465,14.10240461,16.25314053
P264,Product_264,18,16761,Niche,3.490698219,16.75895914,153754,0.678895256,14.40331372,15.40104178
P228,Product_228,25,18749,Niche,3.537354719,9.733847101,100138,0.685216677,8.221260685,9.00070551
P274,Product_274,16,14323,Premium,4.465144194,18.55201736,150494,0.768174316,16.61353436,18.57848394
P202,Product_202,25,8651,Premium,3.41577251,31.70513167,154061,0.643207637,27.13180223,29.26299986
P162,Product_162,14,1728,Mainstream,4.551055233,210.5350995,199381,0.786119043,176.2918227,206.0869218
P044,Product_44,30,13323,Premium,4.49521876,15.92961837,120316,0.726630275,13.39164441,15.59267794
P218,Product_218,17,8056,Mainstream,3.588931519,41.87272874,228486,0.620209162,35.76913587,45.95271979
P146,Product_146,15,4373,Premium,3.297325456,47.3881137,129530,0.660625671,41.16031212,49.18839313
P191,Product_191,15,14923,Niche,3.486344382,20.66804328,196470,0.605162381,18.30554795,21.13289908
P221,Product_221,17,2542,Mainstream,3.280226352,98.55926284,138009,0.701884426,83.16212481,92.397863
P252,Product_252,15,18312,Niche,4.201033721,20.30617937,206995,0.697570809,16.29480812,19.18898371
P004,Product_4,20,2060,Mainstream,3.673208556,167.6802234,180406,0.752976652,147.5962391,153.5182067
P106,Product_106,10,14284,Premium,3.848261343,28.02699688,247133,0.730175474,23.53052163,29.93443401
P054,Product_54,26,11966,Mainstream,4.255416106,6.942268589,50661,0.780004625,6.113372954,7.536086771
P134,Product_134,16,3427,Niche,3.281714041,80.77084613,168154,0.785400194,69.55175827,87.604956
P002,Product_2,29,11757,Premium,4.065178865,27.93010712,182997,0.706720509,23.94937672,26.56500238
P132,Product_132,13,7833,Premium,3.449209646,37.61526632,193660,0.630483203,31.12570681,40.31142309
P104,Product_104,21,2679,Premium,4.15257672,136.7871032,204351,0.708002383,115.7739529,130.2844326
P050,Product_50,17,5495,Premium,4.812944222,52.28988272,164994,0.642408968,45.24620276,49.31530942
P081,Product_81,18,6177,Mainstream,4.282295266,53.71319252,206921,0.739028911,46.97029114,58.25507549
P206,Product_206,25,12174,Niche,3.842849101,11.61384036,93753,0.612269925,10.43161576,12.41622657
P035,Product_35,16,13533,Mainstream,4.04613085,20.69386994,160091,0.741809252,17.04967629,20.60503842
P092,Product_92,26,8805,Premium,3.306702806,12.16444592,67778,0.615883874,10.73925604,12.43854369
P053,Product_53,23,14121,Mainstream,4.879664247,8.220667571,66082,0.767972261,6.789099234,8.273574318
P242,Product_242,25,14116,Mainstream,3.548110441,9.145122134,86059,0.651962642,7.528692984,10.07128457
P014,Product_14,12,3975,Mainstream,3.943152377,81.3546875,194701,0.785406909,67.7097228,87.45170078
P089,Product_89,17,2081,Premium,3.801702834,203.2577621,226422,0.744867763,182.2445498,189.8493266
P167,Product_167,24,15527,Premium,4.119280663,13.8501171,131537,0.773611338,11.11939396,15.02515068
P295,Product_295,13,6713,Premium,4.180461334,13.60693282,51177,0.79130028,12.02546315,13.6560963
P135,Product_135,22,5000,Niche,3.352773973,75.81916928,233305,0.707991426,60.72922209,79.69658793
P288,Product_288,30,8312,Premium,4.376804793,27.35791881,127576,0.736045556,23.53405479,26.64554233
P244,Product_244,12,11150,Mainstream,4.302840777,27.78239013,198159,0.627421941,22.90374899,28.92271788
P055,Product_55,13,1853,Premium,3.669811229,179.929884,218484,0.670684276,156.8309877,196.9874708
P051,Product_51,24,11893,Mainstream,4.248475992,10.4923093,70049,0.722196198,8.732519762,10.1436241
P175,Product_175,11,13043,Mainstream,3.817468342,17.2964846,126260,0.669219945,13.8507513,16.15853027
P190,Product_190,21,15512,Premium,3.198882786,12.49652267,111212,0.613634462,10.1851065,11.56881871
P299,Product_299,21,11136,Niche,3.273637262,18.22533472,131889,0.669940646,16.38854841,19.77790965
P188,Product_188,11,1698,Mainstream,4.305492216,92.3368458,95272,0.629274798,74.03832186,91.41594143
P170,Product_170,26,18955,Niche,4.723571242,13.42519045,141155,0.660935828,11.33484298,12.36873631
P059,Product_59,11,5777,Niche,4.066922184,19.70920355,58946,0.764522864,16.89784265,18.00442526
P049,Product_49,21,9173,Mainstream,4.087105722,26.33043538,142447,0.645615954,23.49736795,25.5546774
P236,Product_236,14,6301,Mainstream,3.343358572,28.83666145,97055,0.746722876,25.7071335,26.90496568
P253,Product_253,17,6029,Premium,4.330073349,46.5882633,164044,0.62194724,37.97783827,44.13181507
P022,Product_22,21,13913,Mainstream,4.876680914,6.782800926,61653,0.661457993,6.091661856,7.362457388
P161,Product_161,18,8587,Niche,3.131417279,47.93375049,248350,0.641702103,42.53308191,47.48069376
P277,Product_277,10,12023,Premium,3.524528089,31.95011801,212396,0.692295493,28.63528641,29.89576591
P192,Product_192,13,17779,Niche,4.444533864,16.96260593,170030,0.627033258,13.74006183,15.56018139
P258,Product_258,27,13972,Niche,4.037835411,10.64432352,86321,0.697648227,9.427270597,10.48831181
P150,Product_150,20,16305,Premium,4.004390021,17.8255098,157803,0.787391565,15.08081344,17.29872745
P131,Product_131,29,19071,Niche,3.904435882,9.144899853,111367,0.679863183,7.765812355,9.809728022
P152,Product_152,10,12261,Mainstream,3.134152955,13.02808874,105204,0.661104862,10.67851271,14.25290563
P100,Product_100,18,10662,Mainstream,4.393301648,16.84276043,107056,0.703811958,14.90748113,17.10779338
P088,Product_88,21,19048,Premium,4.16678359,16.34537893,174677,0.62082193,13.91455729,14.86351912
P215,Product_215,29,16368,Premium,3.818823304,15.84064674,174398,0.628449874,13.04481044,17.35083096
P122,Product_122,16,3489,Niche,4.605706897,45.84282364,95893,0.707165537,37.81604494,46.92038545
P300,Product_300,23,1009,Niche,4.900474708,176.5423322,103551,0.754930706,153.2429944,180.1038945
P021,Product_21,10,4863,Mainstream,4.46173495,82.65826561,247507,0.65697458,66.61926292,84.33329372
P189,Product_189,30,8186,Premium,3.476365562,26.45485458,139393,0.673506884,23.49022203,28.49684157
P072,Product_72,23,8987,Premium,3.221263474,45.07302615,220515,0.7283943,36.69062953,42.40979961
P107,Product_107,25,8253,Niche,4.472888471,27.83607416,138397,0.706591557,23.58928377,28.61833899
P271,Product_271,25,4330,Premium,3.952100804,50.27600242,139152,0.737626941,43.75557858,55.84163143
P103,Product_103,17,9130,Niche,3.305078086,36.60913218,207795,0.646742416,30.67390108,37.479172
